PartNum,method,part_type,avg_forecasted_monthly_demand
3301548,holt_winters,seasonal,30.41
3301804,exponential_smoothing,highly_variable,17.2
3301904,exponential_smoothing,highly_variable,30.0
3301921,exponential_smoothing,highly_variable,22.33
3301966,exponential_smoothing,moderate,73.18
3302264,average_fallback,insufficient_history,1.0
3302273,average_fallback,insufficient_history,2.0
3302331,exponential_smoothing,moderate,2.67
3302362,exponential_smoothing,highly_variable,42.86
3302363,exponential_smoothing,highly_variable,4.8
3302583,average_fallback,insufficient_history,10.0
3302632,average_fallback,insufficient_history,2.0
3302751,exponential_smoothing,highly_variable,1.6
3302795,average_fallback,insufficient_history,10.0
3302798,average_fallback,insufficient_history,10.0
3302832,average_fallback,insufficient_history,2.0
3302889,average_fallback,insufficient_history,3.0
3302910,average_fallback,insufficient_history,1.0
3303003,average_fallback,insufficient_history,2.0
3303038,average_fallback,insufficient_history,1.0
3303039,average_fallback,insufficient_history,5.0
3303053,exponential_smoothing,highly_variable,8.0
3303122,exponential_smoothing,moderate,31.1
3303134,average_fallback,insufficient_history,25.0
3303158,average_fallback,insufficient_history,42.0
3303159,exponential_smoothing,highly_variable,38.4
3303181,average_fallback,insufficient_history,2.0
3303304,exponential_smoothing,highly_variable,22.0
3303305,average_fallback,insufficient_history,7.5
3303306,average_fallback,insufficient_history,15.0
3303335,exponential_smoothing,highly_variable,5.0
3303336,exponential_smoothing,highly_variable,2.6
3303337,exponential_smoothing,highly_variable,6.95
3303338,exponential_smoothing,highly_variable,1.05
3303339,exponential_smoothing,highly_variable,8.6
3303341,average_fallback,insufficient_history,2.0
3303344,average_fallback,insufficient_history,3.0
3303347,exponential_smoothing,highly_variable,2.6
3303349,exponential_smoothing,highly_variable,13.8
3303350,average_fallback,insufficient_history,3.0
3303351,exponential_smoothing,highly_variable,2.8
3303388,average_fallback,insufficient_history,69.0
3303393,exponential_smoothing,highly_variable,4.86
3303397,average_fallback,insufficient_history,4.0
3303398,average_fallback,insufficient_history,4.0
3303461,average_fallback,insufficient_history,1.0
3303462,average_fallback,insufficient_history,3.0
3303470,exponential_smoothing,highly_variable,0.32
3303471,exponential_smoothing,highly_variable,0.16
3303472,exponential_smoothing,highly_variable,0.16
3303473,exponential_smoothing,highly_variable,0.16
3303474,exponential_smoothing,highly_variable,0.32
3303476,average_fallback,insufficient_history,3.0
3303532,exponential_smoothing,highly_variable,2.8
3303533,exponential_smoothing,highly_variable,2.75
3303571,average_fallback,insufficient_history,1.0
3303575,average_fallback,insufficient_history,1.0
3303576,average_fallback,insufficient_history,2.0
3303577,average_fallback,insufficient_history,1.0
3303578,average_fallback,insufficient_history,5.0
3303586,average_fallback,insufficient_history,1.0
3303589,average_fallback,insufficient_history,1.0
3303590,average_fallback,insufficient_history,1.0
3303592,average_fallback,insufficient_history,1.0
3303593,average_fallback,insufficient_history,1.0
3303594,average_fallback,insufficient_history,1.0
3303595,average_fallback,insufficient_history,1.0
3303596,average_fallback,insufficient_history,1.0
3303597,average_fallback,insufficient_history,1.0
3303598,exponential_smoothing,highly_variable,1.0
3303600,average_fallback,insufficient_history,1.0
3303601,average_fallback,insufficient_history,1.0
3303635,average_fallback,insufficient_history,1.0
33052,average_fallback,insufficient_history,2.0
33055,average_fallback,insufficient_history,1.0
3310107,exponential_smoothing,highly_variable,10.68
3310354,exponential_smoothing,highly_variable,446.12
3310932,holt_winters,seasonal,191.08
3311022,exponential_smoothing,moderate,24.0
3311035,average_fallback,insufficient_history,200.0
3311751,exponential_smoothing,highly_variable,9.6
3311753,exponential_smoothing,moderate,29.2
3311754,average_fallback,insufficient_history,14.0
3311764,exponential_smoothing,highly_variable,32.4
3311811,exponential_smoothing,highly_variable,59.67
3311824,average_fallback,insufficient_history,14.0
3311825,average_fallback,insufficient_history,68.0
3311836,average_fallback,insufficient_history,84.0
3311959,average_fallback,insufficient_history,4.0
3311960,average_fallback,insufficient_history,4.0
3311980,exponential_smoothing,moderate,10.75
3311983,exponential_smoothing,moderate,9.6
3312226,exponential_smoothing,moderate,86.67
3312231,exponential_smoothing,moderate,9.0
3312232,exponential_smoothing,moderate,9.0
3312252,exponential_smoothing,highly_variable,0.33
3312385,average_fallback,insufficient_history,3.0
3312792,average_fallback,insufficient_history,12.0
3312794,average_fallback,insufficient_history,4.0
3312817,exponential_smoothing,highly_variable,1.67
3312818,average_fallback,insufficient_history,27.5
3312825,exponential_smoothing,moderate,57.59
3312830,average_fallback,insufficient_history,50.0
3312831,exponential_smoothing,highly_variable,2.35
3312907,exponential_smoothing,moderate,135.0
3312908,exponential_smoothing,moderate,137.33
3312910,average_fallback,insufficient_history,13.0
3312911,exponential_smoothing,moderate,5.5
3312919,average_fallback,insufficient_history,42.0
3312922,exponential_smoothing,highly_variable,5.0
3312924,exponential_smoothing,highly_variable,12.25
3312929,exponential_smoothing,moderate,11.2
3312934,exponential_smoothing,highly_variable,200.0
3312937,moving_average_3m,stable,88.67
3312938,exponential_smoothing,highly_variable,17.0
3312941,exponential_smoothing,moderate,78.24
3312956,average_fallback,insufficient_history,1.0
3312957,average_fallback,insufficient_history,1.0
3312958,average_fallback,insufficient_history,1.0
3312960,average_fallback,insufficient_history,1.0
3312961,average_fallback,insufficient_history,1.0
3312962,average_fallback,insufficient_history,1.0
3312967,average_fallback,insufficient_history,4.0
3312972,exponential_smoothing,moderate,2.67
3312974,average_fallback,insufficient_history,10.0
3312975,exponential_smoothing,moderate,17.6
3312976,average_fallback,insufficient_history,4.0
3312979,average_fallback,insufficient_history,4.0
3312982,average_fallback,insufficient_history,32.0
3312991,exponential_smoothing,highly_variable,41.67
3312992,exponential_smoothing,highly_variable,41.67
3312993,average_fallback,insufficient_history,2.0
3313007,average_fallback,insufficient_history,4.0
3313008,average_fallback,insufficient_history,4.0
3313009,average_fallback,insufficient_history,4.0
3313042,exponential_smoothing,highly_variable,13.78
3313043,exponential_smoothing,highly_variable,1.8
3313045,exponential_smoothing,highly_variable,2.2
3313055,exponential_smoothing,highly_variable,38.8
3313056,exponential_smoothing,highly_variable,28.6
3313067,average_fallback,insufficient_history,4.0
3313091,exponential_smoothing,moderate,2.67
3313096,average_fallback,insufficient_history,1.0
3313099,average_fallback,insufficient_history,1.0
3313114,average_fallback,insufficient_history,1.0
3313129,exponential_smoothing,moderate,11.8
3313150,average_fallback,insufficient_history,5.0
3313200,exponential_smoothing,highly_variable,13.8
3313263,average_fallback,insufficient_history,10.0
3313265,exponential_smoothing,highly_variable,5.5
3313268,exponential_smoothing,highly_variable,4.5
3313269,exponential_smoothing,highly_variable,22.4
3313320,average_fallback,insufficient_history,8.0
3313323,average_fallback,insufficient_history,2.0
3313324,average_fallback,insufficient_history,2.0
3313325,average_fallback,insufficient_history,2.0
3313326,average_fallback,insufficient_history,2.0
3313327,average_fallback,insufficient_history,2.0
3313398,average_fallback,insufficient_history,1.0
3313N808,average_fallback,insufficient_history,1.0
3314N726,average_fallback,insufficient_history,1.0
3316591S,average_fallback,insufficient_history,3.0
3320296,average_fallback,insufficient_history,50.0
3321181,average_fallback,insufficient_history,3.0
3321332,average_fallback,insufficient_history,30.0
3321383,average_fallback,insufficient_history,52.0
3321479,exponential_smoothing,highly_variable,4.0
3321502,exponential_smoothing,highly_variable,3.05
3321533,average_fallback,insufficient_history,12.0
3321580,exponential_smoothing,highly_variable,21.93
3321595,exponential_smoothing,moderate,6.4
3321596,average_fallback,insufficient_history,4.0
3321609,average_fallback,insufficient_history,2.0
3321610,average_fallback,insufficient_history,300.0
3330094,exponential_smoothing,highly_variable,138.1
3330232,average_fallback,insufficient_history,2.0
3330234,average_fallback,insufficient_history,1.0
3330389,exponential_smoothing,highly_variable,20.4
3330390,exponential_smoothing,moderate,2.17
3331082,exponential_smoothing,highly_variable,34.62
3331277,exponential_smoothing,highly_variable,12.06
3331515,average_fallback,insufficient_history,2.0
3331521,exponential_smoothing,highly_variable,55.33
3331545,exponential_smoothing,highly_variable,4.5
3332039,exponential_smoothing,highly_variable,147.76
3332072,average_fallback,insufficient_history,24.0
3332079,exponential_smoothing,highly_variable,71.77
3332094,exponential_smoothing,moderate,74.09
3332104,average_fallback,insufficient_history,1.0
3332156,average_fallback,insufficient_history,7.0
3332161,exponential_smoothing,moderate,68.68
3332178,average_fallback,insufficient_history,1.0
3332195,exponential_smoothing,highly_variable,66.0
3332252,exponential_smoothing,highly_variable,14.35
3332309,exponential_smoothing,highly_variable,2.0
3332341,average_fallback,insufficient_history,2.0
3332342,average_fallback,insufficient_history,4.0
3332343,exponential_smoothing,highly_variable,3.79
3332344,exponential_smoothing,highly_variable,3.79
3332348,average_fallback,insufficient_history,1.0
3332349,exponential_smoothing,highly_variable,0.15
3332351,exponential_smoothing,highly_variable,0.16
3332352,exponential_smoothing,highly_variable,0.47
3332353,average_fallback,insufficient_history,2.0
3332355,exponential_smoothing,highly_variable,1.2
3332360,average_fallback,insufficient_history,1.0
3340023,average_fallback,insufficient_history,59.0
3340029,exponential_smoothing,highly_variable,304.38
3340033,exponential_smoothing,highly_variable,73.68
3340036,exponential_smoothing,highly_variable,400.0
3340040,exponential_smoothing,highly_variable,51.25
3340041,exponential_smoothing,highly_variable,66.09
3340279,exponential_smoothing,highly_variable,43.64
3340287,exponential_smoothing,highly_variable,192.31
3340298,exponential_smoothing,highly_variable,49.47
3340307,exponential_smoothing,highly_variable,62.45
3340515,exponential_smoothing,highly_variable,481.5
3340519,exponential_smoothing,highly_variable,82.82
3341179,average_fallback,insufficient_history,6.0
3341242,average_fallback,insufficient_history,44.0
3341407,average_fallback,insufficient_history,24.0
3341414,exponential_smoothing,highly_variable,77.5
3341419,average_fallback,insufficient_history,50.0
3341420,exponential_smoothing,moderate,73.85
3341459,average_fallback,insufficient_history,10.0
3341462,exponential_smoothing,moderate,45.0
3341463,exponential_smoothing,moderate,41.74
3341464,average_fallback,insufficient_history,1000.0
3341491,exponential_smoothing,highly_variable,94.44
3341492,exponential_smoothing,highly_variable,10.27
3341647,average_fallback,insufficient_history,10.0
3341915,average_fallback,insufficient_history,10.0
3341964,exponential_smoothing,highly_variable,60.0
3342013,exponential_smoothing,highly_variable,2.13
3342014,exponential_smoothing,highly_variable,1.46
3342091,exponential_smoothing,highly_variable,11.0
3342094,exponential_smoothing,highly_variable,8.75
3342103,average_fallback,insufficient_history,12.0
3342108,average_fallback,insufficient_history,200.0
3342131,exponential_smoothing,highly_variable,41.74
3342250,average_fallback,insufficient_history,5.0
3342270,exponential_smoothing,highly_variable,95.83
3342281,average_fallback,insufficient_history,60.0
3342282,average_fallback,insufficient_history,4.0
3342356,exponential_smoothing,highly_variable,98.95
3342586,exponential_smoothing,moderate,45.0
3342653,exponential_smoothing,highly_variable,16.84
3342655,average_fallback,insufficient_history,9.0
3342656,average_fallback,insufficient_history,12.0
3342658,exponential_smoothing,highly_variable,37.59
3342672,exponential_smoothing,highly_variable,30.91
3342673,average_fallback,insufficient_history,13.0
3342674,holt_winters,seasonal,21.0
3342675,exponential_smoothing,highly_variable,38.05
3342676,average_fallback,insufficient_history,12.0
3342677,exponential_smoothing,moderate,8.2
3342679,exponential_smoothing,moderate,31.0
3342680,exponential_smoothing,highly_variable,10.6
3342682,exponential_smoothing,moderate,34.05
3342683,exponential_smoothing,highly_variable,0.75
3342684,exponential_smoothing,moderate,45.0
3342685,exponential_smoothing,highly_variable,12.8
3342686,average_fallback,insufficient_history,5.0
3342689,exponential_smoothing,moderate,14.67
